Holunderweg,Span,W,,K,mittel  D,,Hönower Straße,MaHe,O,53 A - 53 E,U,mittel  D
Holwedestraße,Rein,W,,K,gut  D,,Hönower Straße,MaHe,O,55 - 67,U,mittel * D
Holzhauser Straße,Rein,W 1,- 153,U,einfach * D,,Hönower Straße,MaHe,O,67 A,U,mittel  D
Holzhauser Straße,Rein,W 2,- 72,G,einfach * D,,Hönower Straße,MaHe,O,69 - 93,U,mittel * D
Holzhauser Straße,Rein,W 74,,G,einfach  D,,Hönower Straße,MaHe,O,78,G,mittel  D
Holzhauser Straße,Rein,W 76,- 140 E,G,einfach * D,,Hönower Straße,MaHe,O,80 - 94,G,mittel * D
Holzhauser Straße,Rein,W 140 F,- 148,G,einfach  D,,Hönower Straße,MaHe,O,95,U,mittel  D
Holzhauser Straße,Rein,W 150,,G,einfach * D,,Hönower Straße,MaHe,O,95 A,U,mittel * D
Holzhauser Straße,Rein,W 152 A,- 152 D,G,einfach  D,,Hönower Straße,MaHe,O,96 - 96 A,G,mittel  D
Holzhauser Straße,Rein,W 154,,G,einfach * D,,Hönower Straße,MaHe,O,98 - 100,G,mittel * D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Hönower Straße,MaHe,O 99,,U,mittel  D,,Hönower Weg,Lich,O,30,G,mittel * D
Hönower Straße,MaHe,O 100 A,- 100 B,G,mittel  D,,Hönower Weg,Lich,O,30 A - 34,G,mittel  D
Hönower Straße,MaHe,O 102,- 104,G,mittel * D,,Hönower Weg,Lich,O,36,G,mittel * D
Hönower Straße,MaHe,O 106,,G,mittel  D,,Hönower Weg,Lich,O,38 - 48,G,mittel  D
Hönower Straße,MaHe,O 107,- 115,U,mittel * D,,Hönower Weg,Lich,O,50,G,mittel * D
Hönower Straße,MaHe,O 108,,G,mittel * D,,Hönower Weg,Lich,O,52 - 56,G,mittel  D
Hönower Straße,MaHe,O 110,,G,mittel  D,,Hönower Wiesenweg,Lich,O,11 - 12,F,mittel * D
Hönower Straße,MaHe,O 112,,G,mittel * D,,Hönower Wiesenweg,Lich,O,13 - 82,F,mittel  D
Hönower Straße,MaHe,O 112 A,,G,mittel  D,,Honsfelder Straße,MaHe,O,1 - 6 B,F,mittel  D
Hönower Straße,MaHe,O 114,- 116,G,mittel * D,,Honsfelder Straße,MaHe,O,7 - 9 B,F,einfach  D
Hönower Straße,MaHe,O 117,,U,mittel  D,,Honsfelder Straße,MaHe,O,10 - 17,F,mittel  D
Hönower Straße,MaHe,O 117 A,- 119,U,mittel * D,,Hopfenweg,Neuk,W,,K,mittel  D
Hönower Straße,MaHe,O 118,- 118 E,G,mittel  D,,Höpfertsteig,Rein,W,,K,mittel  D
Hönower Straße,MaHe,O 119 A,,U,mittel  D,,Hoppendorfer Straße,TrKö,O,1 - 19,U,mittel  D
Hönower Straße,MaHe,O 120,- 126,G,mittel * D,,Hoppendorfer Straße,TrKö,O,2 - 18 A,G,mittel  D
Hönower Straße,MaHe,O 121,- 123,U,mittel * D,,Hoppendorfer Straße,TrKö,O,20 - 24 C,G,mittel * D
Hönower Straße,MaHe,O 125,,U,mittel  D,,Hoppendorfer Straße,TrKö,O,24 D,G,mittel  D
Hönower Straße,MaHe,O 125 A,- 157,U,mittel * D,,Hoppendorfer Straße,TrKö,O,25 - 29,U,mittel * D
Hönower Straße,MaHe,O 126 A,- 128,G,mittel  D,,Hoppendorfer Straße,TrKö,O,26,G,mittel * D
Hönower Straße,MaHe,O 130,,G,mittel * D,,Hoppendorfer Straße,TrKö,O,26 A - 52,G,mittel  D
Hönower Straße,MaHe,O 130 A,- 130 B,G,mittel  D,,Hoppendorfer Straße,TrKö,O,31 - 51,U,mittel  D
Hönower Straße,MaHe,O 132,- 172,G,mittel * D,,Hoppenrader Weg,Span,W,,K,einfach * D
Hönower Straße,MaHe,O 159,,U,mittel  D,,Hoppestraße,Rein,W,1 - 3,F,einfach * Z
Hönower Straße,MaHe,O 161,,U,mittel * D,,Hoppestraße,Rein,W,4 - 17,F,einfach Z
Hönower Straße,MaHe,O 163,,U,mittel  D,,Hoppestraße,Rein,W,18 - 21,F,einfach * Z
Hönower Straße,MaHe,O 165,- 197,U,mittel * D,,Hoppestraße,Rein,W,22 - 37,F,einfach Z
Hönower Straße,MaHe,O 172 A,,G,mittel  D,,Hoppestraße,Rein,W,38,F,einfach * Z
Hönower Straße,MaHe,O 174,,G,mittel * D,,Horandweg,Rein,W,,K,gut  D
Hönower Straße,MaHe,O 174 A,- 174 B,G,mittel  D,,Horazweg,TSch,W,,K,einfach  D
Hönower Straße,MaHe,O 176,- 196,G,mittel * D,,Horber Straße,Rein,W,,K,mittel  D
Hönower Straße,MaHe,O 196 A,,G,mittel  D,,Horchheimer Weg,TrKö,O,,K,mittel  D
Hönower Straße,MaHe,O 198,,G,mittel * D,,Hornbacher Weg,TrKö,O,1 - 21,U,mittel  D
Hönower Straße,MaHe,O 199,- 203 B,U,einfach * D,,Hornbacher Weg,TrKö,O,2 B - 30,G,mittel  D
Hönower Straße,MaHe,O 200,- 202 A,G,einfach * D,,Hornbacher Weg,TrKö,O,27 - 45,U,einfach  D
Hönower Straße,MaHe,O 202 B,,G,einfach  D,,Hornbacher Weg,TrKö,O,34 - 40,G,einfach  D
Hönower Straße,MaHe,O 204,- 216,G,einfach * D,,Hornblendeweg,Neuk,W,1 A - 11 B,U,mittel  D
Hönower Straße,MaHe,O 205,,U,einfach  D,,Hornblendeweg,Neuk,W,2,G,einfach  D
Hönower Straße,MaHe,O 207,- 249,U,einfach * D,,Hornblendeweg,Neuk,W,4 A - 14,G,mittel  D
Hönower Straße,MaHe,O 216 A,,G,einfach  D,,Hornetweg,MaHe,O,3 - 15,U,mittel Z
Hönower Straße,MaHe,O 218,,G,einfach * D,,Hornetweg,MaHe,O,6 - 36,G,einfach Z
Hönower Straße,MaHe,O 218 A,,G,einfach  D,,Hornetweg,MaHe,O,19 - 33,U,einfach Z
Hönower Straße,MaHe,O 220,- 236,G,einfach * D,,Hornoer Ring,MaHe,O,,K,einfach  D
Hönower Straße,MaHe,O 238,,G,einfach  D,,Hornsteiner Weg,MaHe,O,,K,mittel  D
Hönower Straße,MaHe,O 240,,G,einfach * D,,Hornstraße,FrKr,W,1 - 2,F,mittel * Z
Hönower Straße,MaHe,O 242,,G,einfach  D,,Hornstraße,FrKr,W,3 - 12,F,mittel Z
Hönower Straße,MaHe,O 244,,G,einfach * D,,Hornstraße,FrKr,W,13 - 14,F,mittel * Z
Hönower Straße,MaHe,O 244 A,,G,einfach  D,,Hornstraße,FrKr,W,15 - 23,F,mittel Z
Hönower Straße,MaHe,O 246,- 256,G,einfach * D,,Hornungweg,MaHe,O,7 - 57,U,mittel  D
Hönower Straße,MaHe,O 251,,U,einfach  D,,Hornungweg,MaHe,O,10 - 24,G,mittel  D
Hönower Straße,MaHe,O 253,,U,einfach * D,,Hornungweg,MaHe,O,32 - 56,G,einfach  D
Hönower Straße,MaHe,O 253 A,- 253 B,U,einfach  D,,Hörselbergstraße,MaHe,O,,K,mittel  D
Hönower Straße,MaHe,O 255,- 257,U,einfach * D,,Horst-Caspar-Steig,Neuk,W,,K,mittel  D
Hönower Straße,MaHe,O 256 B,,G,einfach  D,,Hörstenweg,Pank,O,,K,mittel  D
Hönower Straße,MaHe,O 257 A,- 259,U,einfach  D,,Horst-Kohl-Straße,StZe,W,1 - 2 A,F,mittel  D
Hönower Straße,MaHe,O 258,,G,einfach * D,,Horst-Kohl-Straße,StZe,W,3 - 10,F,gut  D
Hönower Straße,MaHe,O 260,,G,einfach  D,,Horst-Kohl-Straße,StZe,W,10 A - 11,F,gut * D
Hönower Straße,MaHe,O 260 A,- 266,G,einfach * D,,Horst-Kohl-Straße,StZe,W,12 - 17,F,gut  D
Hönower Straße,MaHe,O 261,- 263 A,U,einfach * D,,Horst-Kohl-Straße,StZe,W,18 - 19,F,mittel  D
Hönower Straße,MaHe,O 263 B,,U,einfach  D,,Horst-Kunze-Weg,TrKö,O,,K,gut  D
Hönower Straße,MaHe,O 265,- 269,U,einfach * D,,Horstwalder Straße,TSch,W,1 - 73,U,mittel  D
Hönower Straße,MaHe,O 268,,G,einfach  D,,Horstwalder Straße,TSch,W,24 - 74,G,mittel Z
Hönower Straße,MaHe,O 269 A,,U,einfach  D,,Horstwalder Straße,TSch,W,75 - 77,U,mittel * D
Hönower Straße,MaHe,O 270,,G,einfach * D,,Horstwalder Straße,TSch,W,76 - 78,G,mittel * Z
Hönower Straße,MaHe,O 271,- 297,U,einfach * D,,Horstweg,ChWi,W,1 - 22,F,mittel Z
Hönower Straße,MaHe,O 272,,G,einfach  D,,Horstweg,ChWi,W,23,F,mittel * Z
Hönower Straße,MaHe,O 272 A,- 274 B,G,einfach * D,,Horstweg,ChWi,W,24 - 42,F,mittel Z
Hönower Straße,MaHe,O 276,,G,einfach  D,,Hortensienplatz,StZe,W,,K,gut Z
Hönower Straße,MaHe,O 278,- 294,G,einfach * D,,Hortensienstraße,StZe,W,1 - 12 B,F,gut Z
Hönower Weg,Lich,O 2,- 4,G,mittel  D,,Hortensienstraße,StZe,W,13 - 20 B,F,gut  D
Hönower Weg,Lich,O 6,,G,mittel * D,,Hortensienstraße,StZe,W,20 C - 21,F,gut * D
Hönower Weg,Lich,O 8,- 24,G,mittel  D,,Hortensienstraße,StZe,W,21 A - 26,F,gut  D
Hönower Weg,Lich,O 17,- 99,U,mittel  D,,Hortensienstraße,StZe,W,27,F,gut * D
Hönower Weg,Lich,O 26,,G,mittel * D,,Hortensienstraße,StZe,W,28,F,gut  D
Hönower Weg,Lich,O 28,,G,mittel  D,,Hortensienstraße,StZe,W,28 A - 29 A,F,gut * Z
Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Hortensienstraße,StZe,W,30 - 43,F,gut Z,,Hufelandstraße,Pank,O,30 - 46,G,gut Z
Hortensienstraße,StZe,W,44,F,gut * Z,,Hufelandstraße,Pank,O,31 - 49,U,gut Z
Hortensienstraße,StZe,W,45 - 63,F,gut Z,,Hufelandstraße,Pank,O,51,U,gut * Z
Hortensienstraße,StZe,W,64 - 66,F,gut * Z,,Hufenweg,TrKö,O,,K,mittel  D
Horterweg,Lich,O,1 - 35,U,mittel  D,,Huflattichweg,Pank,O,,K,einfach  D
Horterweg,Lich,O,4 - 38,G,mittel  D,,Hüfnerweg,Neuk,W,4,G,einfach * D
Horterweg,Lich,O,37 - 41,U,mittel * D,,Hüfnerweg,Neuk,W,21 - 39,U,einfach  D
Horterweg,Lich,O,40,G,mittel * D,,Hügelschanze,Span,W,2,F,einfach * D
Hortwinkeler Weg,TrKö,O,,K,einfach  D,,Hügelschanze,Span,W,3 - 27,F,einfach  D
Hosemannstraße,MaHe,O,,K,mittel  D,,Hügelschanze,Span,W,29,F,einfach * D
Hosemannstraße,Pank,O,2 - 9,F,mittel * Z,,Hugenottenplatz,Pank,O,,K,mittel  D
Hosemannstraße,Pank,O,9 A - 9 E,F,mittel Z,,Hugo-Cassirer-Straße,Span,W,1 - 11,U,mittel * D
Hosemannstraße,Pank,O,10 - 23,F,mittel * Z,,Hugo-Cassirer-Straße,Span,W,2 - 10,G,mittel * D
Hosemannstraße,Pank,O,24 - 26 A,F,mittel Z,,Hugo-Cassirer-Straße,Span,W,17 - 19,U,mittel  D
Hosemannstraße,Pank,O,27,F,mittel * Z,,Hugo-Cassirer-Straße,Span,W,21 - 27,U,mittel * D
Hosemannstraße,Pank,O,28 - 30 A,F,mittel Z,,Hugo-Cassirer-Straße,Span,W,24 - 26,G,mittel  D
Hosemannstraße,Pank,O,31,F,mittel * Z,,Hugo-Cassirer-Straße,Span,W,29 - 33,U,mittel  D
Hosemannstraße,Pank,O,32 - 33 A,F,mittel Z,,Hugo-Cassirer-Straße,Span,W,35 - 41,U,mittel * D
Hosemannstraße,Pank,O,34 - 42,F,mittel * Z,,Hugo-Cassirer-Straße,Span,W,36 - 48,G,mittel * D
Hosemannstraße,Pank,O,43 - 50,F,mittel Z,,Hugo-Cassirer-Straße,Span,W,43,U,mittel  D
Hosemannstraße,Pank,O,51 - 72,F,mittel * Z,,Hugo-Cassirer-Straße,Span,W,45,U,mittel * D
Hospitalstraße,Span,W,,K,einfach  D,,Hugo-Distler-Straße,MaHe,O,,K,mittel  D
Hossauerweg,TSch,W,1 - 51,U,einfach  D,,Hugo-Heimann-Straße,Neuk,W,1,U,einfach * D
Hossauerweg,TSch,W,22 - 48,G,einfach  D,,Hugo-Heimann-Straße,Neuk,W,1 A - 39 A,U,einfach  D
Hossauerweg,TSch,W,50,G,einfach * D,,Hugo-Heimann-Straße,Neuk,W,2,G,einfach * D
Hottengrundweg,Span,W,,K,mittel  D,,Hugo-Heimann-Straße,Neuk,W,8 - 24,G,einfach  D
Hoyerswerdaer Straße,MaHe,O,1,F,mittel * D,,Hugo-Junkers-Straße,TrKö,O,,K,mittel  D
Hoyerswerdaer Straße,MaHe,O,2 - 41,F,mittel  D,,Hugo-Vogel-Straße,StZe,W,,K,gut  D
Hranitzkystraße,TSch,W,1 - 15 A,U,mittel  D,,Hugo-Wolf-Steig,TrKö,O,,K,gut  D
Hranitzkystraße,TSch,W,2 - 14,G,mittel  D,,Hülsenplatz,Lich,O,,K,mittel  D
Hranitzkystraße,TSch,W,16 - 20,G,mittel * D,,Hultschiner Damm,MaHe,O,1 - 39,U,mittel * D
Hranitzkystraße,TSch,W,17 - 19,U,mittel * D,,Hultschiner Damm,MaHe,O,2 - 4,G,mittel * D
Hranitzkystraße,TSch,W,20 A - 24,G,mittel  D,,Hultschiner Damm,MaHe,O,8,G,mittel  D
Hranitzkystraße,TSch,W,21 - 35,U,einfach  D,,Hultschiner Damm,MaHe,O,10 - 26 B,G,mittel * D
Hranitzkystraße,TSch,W,28 - 36,G,einfach  D,,Hultschiner Damm,MaHe,O,26 C - 30,G,mittel  D
Hubertusallee,ChWi,W,1 - 75,U,gut * D,,Hultschiner Damm,MaHe,O,32,G,mittel * D
Hubertusallee,ChWi,W,6 - 36 A,G,gut * D,,Hultschiner Damm,MaHe,O,32 A,G,mittel  D
Hubertusallee,ChWi,W,36 B,G,gut  D,,Hultschiner Damm,MaHe,O,34 - 36,G,mittel * D
Hubertusallee,ChWi,W,38 - 40,G,gut * D,,Hultschiner Damm,MaHe,O,38,G,mittel  D
Hubertusallee,ChWi,W,40 A,G,gut  D,,Hultschiner Damm,MaHe,O,39 A - 39 B,U,mittel  D
Hubertusallee,ChWi,W,42 - 56,G,gut * D,,Hultschiner Damm,MaHe,O,40 - 46,G,mittel * D
Hubertusallee,ChWi,W,58 - 60,G,gut  D,,Hultschiner Damm,MaHe,O,41,U,mittel * D
Hubertusallee,ChWi,W,62 - 76,G,gut * D,,Hultschiner Damm,MaHe,O,43,U,mittel  D
Hubertusbader Straße,ChWi,W,,K,gut  D,,Hultschiner Damm,MaHe,O,46 A - 52,G,mittel  D
Hubertusdamm,Pank,O,,K,mittel * D,,Hultschiner Damm,MaHe,O,49 - 59 A,U,mittel * D
Hubertusstraße,Lich,O,1 - 19 A,F,mittel  D,,Hultschiner Damm,MaHe,O,54,G,mittel * D
Hubertusstraße,Lich,O,20 - 20 A,F,mittel * D,,Hultschiner Damm,MaHe,O,56,G,mittel  D
Hubertusstraße,Lich,O,37 - 40 C,F,mittel  D,,Hultschiner Damm,MaHe,O,58 - 80,G,mittel * D
Hubertusstraße,Lich,O,40 D - 40 E,F,mittel * D,,Hultschiner Damm,MaHe,O,61,U,mittel  D
Hubertusstraße,Lich,O,41 - 52,F,mittel  D,,Hultschiner Damm,MaHe,O,63 - 67 A,U,mittel * D
Hubertusstraße,Lich,O,53 - 54,F,mittel * D,,Hultschiner Damm,MaHe,O,71,U,mittel  D
Hubertusstraße,Rein,W,,K,mittel  D,,Hultschiner Damm,MaHe,O,73 - 89,U,mittel * D
Hubertusstraße,Span,W,1,U,mittel * D,,Hultschiner Damm,MaHe,O,82 - 84 A,G,mittel  D
Hubertusstraße,Span,W,3 - 121,U,mittel  D,,Hultschiner Damm,MaHe,O,86 - 112,G,mittel * D
Hubertusstraße,Span,W,8 - 88,G,mittel  D,,Hultschiner Damm,MaHe,O,89 A - 89 B,U,mittel  D
Hubertusstraße,StZe,W,1 - 6,F,gut Z,,Hultschiner Damm,MaHe,O,91 - 101,U,mittel * D
Hubertusstraße,StZe,W,7 - 8 A,F,gut * Z,,Hultschiner Damm,MaHe,O,103,U,mittel  D
Hubertusstraße,StZe,W,9 - 13,F,gut Z,,Hultschiner Damm,MaHe,O,105,U,mittel * D
Hubertusstraße,StZe,W,14,F,gut * Z,,Hultschiner Damm,MaHe,O,107,U,mittel  D
Hubertusstraße,TrKö,O,,K,mittel  D,,Hultschiner Damm,MaHe,O,109 - 115,U,mittel * D
Hubertusweg,Rein,W,1,U,mittel  D,,Hultschiner Damm,MaHe,O,114,G,mittel  D
Hubertusweg,Rein,W,10 - 60,G,gut  D,,Hultschiner Damm,MaHe,O,114 A - 124,G,mittel * D
Huberweg,Span,W,1 - 3,U,einfach * D,,Hultschiner Damm,MaHe,O,117 - 119 B,U,mittel  D
Huberweg,Span,W,5 - 75,U,einfach  D,,Hultschiner Damm,MaHe,O,121 - 137,U,mittel * D
Huberweg,Span,W,8 - 66,G,einfach  D,,Hultschiner Damm,MaHe,O,124 A - 128,G,mittel  D
Hübnerstraße,FrKr,O,1 - 6,F,mittel Z,,Hultschiner Damm,MaHe,O,130 - 130 A,G,mittel * D
Hübnerstraße,FrKr,O,7,F,mittel * Z,,Hultschiner Damm,MaHe,O,132,G,mittel  D
Hübnerstraße,FrKr,O,9 - 15,F,mittel Z,,Hultschiner Damm,MaHe,O,136 - 152,G,mittel * D
Hufelandstraße,Pank,O,1,U,gut * Z,,Hultschiner Damm,MaHe,O,137 A - 139,U,mittel  D
Hufelandstraße,Pank,O,2,G,mittel * Z,,Hultschiner Damm,MaHe,O,139 A - 147,U,mittel * D
Hufelandstraße,Pank,O,3 - 27,U,gut Z,,Hultschiner Damm,MaHe,O,147 A,U,mittel  D
Hufelandstraße,Pank,O,4 - 26,G,gut Z,,Hultschiner Damm,MaHe,O,149,U,mittel * D
Hufelandstraße,Pank,O,28,G,gut * Z,,Hultschiner Damm,MaHe,O,151,U,mittel  D
Hufelandstraße,Pank,O,29,U,gut * Z,,Hultschiner Damm,MaHe,O,152 A,G,mittel  D
Straßenname1,Bezirk2,G3 Hausnr.4,,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
Hultschiner Damm,MaHe,O 153,- 173,U,mittel * D,,Hümmlingweg,Span,W,,K,einfach  D
Hultschiner Damm,MaHe,O 154,- 170,G,mittel * D,,Humperdinckstraße,StZe,W,,K,gut  D
Hultschiner Damm,MaHe,O 170 A,,G,mittel  D,,Hunckemüllerweg,Span,W,,K,einfach  D
Hultschiner Damm,MaHe,O 172,,G,mittel * D,,Hundekehlestraße,ChWi,W,3 - 8,F,gut * D
Hultschiner Damm,MaHe,O 174,,G,mittel  D,,Hundekehlestraße,ChWi,W,9 - 9 A,F,gut  D
Hultschiner Damm,MaHe,O 175,- 177,U,mittel  D,,Hundekehlestraße,ChWi,W,10 - 18,F,gut * D
Hultschiner Damm,MaHe,O 176,,G,mittel * D,,Hundekehlestraße,ChWi,W,18 A - 18 D,F,gut  D
Hultschiner Damm,MaHe,O 176 A,,G,mittel  D,,Hundekehlestraße,ChWi,W,19 - 35 A,F,gut * D
Hultschiner Damm,MaHe,O 177 A,- 179,U,mittel * D,,Hundekehlestraße,ChWi,W,35 B,F,gut  D
Hultschiner Damm,MaHe,O 178,,G,mittel * D,,Hundekehlestraße,ChWi,W,36 - 38,F,gut * D
Hultschiner Damm,MaHe,O 180,- 182,G,mittel  D,,Hundingstraße,Pank,O,,K,mittel  D
Hultschiner Damm,MaHe,O 184,- 190,G,einfach * D,,Hundsfelder Straße,TrKö,O,,K,mittel  D
Hultschiner Damm,MaHe,O 185,- 187,U,einfach * D,,Hundsteinweg,TSch,W,6 - 16,G,mittel * D
Hultschiner Damm,MaHe,O 187 B,,U,einfach  D,,Hundsteinweg,TSch,W,25 - 65,U,mittel  D
Hultschiner Damm,MaHe,O 187 C,- 191 A,U,einfach * D,,Hundsteinweg,TSch,W,26 - 132,G,mittel  D
Hultschiner Damm,MaHe,O 193,,U,einfach  D,,Hünefeldzeile,StZe,W,1,F,mittel * D
Hultschiner Damm,MaHe,O 195,,U,einfach * D,,Hünefeldzeile,StZe,W,2 - 18,F,mittel  D
Hultschiner Damm,MaHe,O 195 A,,U,einfach  D,,Hünensteig,StZe,W,2,G,gut * D
Hultschiner Damm,MaHe,O 196,,G,einfach  D,,Hünensteig,StZe,W,4 - 28,G,gut  D
Hultschiner Damm,MaHe,O 197,,U,einfach * D,,Hünensteig,StZe,W,19 - 35,U,mittel  D
Hultschiner Damm,MaHe,O 198,- 228,G,einfach * D,,Hünensteig,StZe,W,30 - 38,G,mittel  D
Hultschiner Damm,MaHe,O 199,,U,einfach  D,,Hüninger Straße,StZe,W,,K,gut  D
Hultschiner Damm,MaHe,O 201,,U,einfach * D,,Hunsrückstraße,Pank,O,1 - 41,U,mittel  D
Hultschiner Damm,MaHe,O 201 A,,U,einfach  D,,Hunsrückstraße,Pank,O,4 - 42,G,mittel  D
Hultschiner Damm,MaHe,O 203,,U,einfach * D,,Hunsrückstraße,Pank,O,44 - 46,G,mittel * D
Hultschiner Damm,MaHe,O 203 A,,U,einfach  D,,Huntestraße,StZe,W,,K,mittel  D
Hultschiner Damm,MaHe,O 205,- 207,U,einfach * D,,Huronseestraße,Lich,O,1,U,mittel * D
Hultschiner Damm,MaHe,O 209,,U,einfach  D,,Huronseestraße,Lich,O,3 - 39,U,mittel  D
Hultschiner Damm,MaHe,O 209 A,,U,einfach * D,,Huronseestraße,Lich,O,40 - 102,G,mittel  D
Hultschiner Damm,MaHe,O 219,,U,einfach  D,,Husemannstraße,Pank,O,1 - 33,U,gut Z
Hultschiner Damm,MaHe,O 223,- 233,U,einfach * D,,Husemannstraße,Pank,O,2 - 32,G,gut Z
Hultschiner Damm,MaHe,O 232,,G,einfach  D,,Husemannstraße,Pank,O,34,G,gut * Z
Hultschiner Damm,MaHe,O 233 A,,U,einfach  D,,Husemannstraße,Pank,O,35,U,gut * Z
Hultschiner Damm,MaHe,O 234,,G,einfach * D,,Hussitenstraße,Mitt,W,1 - 2,F,einfach * Z
Hultschiner Damm,MaHe,O 234 A,,G,einfach  D,,Hussitenstraße,Mitt,W,4 - 76,F,einfach Z
Hultschiner Damm,MaHe,O 235,- 251,U,einfach * D,,Husstraße,TrKö,O,1 - 129,U,mittel  D
Hultschiner Damm,MaHe,O 236,- 248,G,einfach * D,,Husstraße,TrKö,O,4 - 124,G,mittel  D
Hultschiner Damm,MaHe,O 248 A,,G,einfach  D,,Husstraße,TrKö,O,126,G,mittel * D
Hultschiner Damm,MaHe,O 252,- 254,G,einfach * D,,Husstraße,TrKö,O,128 - 132,G,mittel  D
Hultschiner Damm,MaHe,O 253,- 253 B,U,einfach  D,,Husstraße,TrKö,O,131 - 149,U,mittel * D
Hultschiner Damm,MaHe,O 255,- 259,U,einfach * D,,Husstraße,TrKö,O,134 - 150,G,mittel * D
Hultschiner Damm,MaHe,O 261,,U,einfach  D,,Husumer Straße,MaHe,O,2 - 52,G,mittel  D
Hultschiner Damm,MaHe,O 261 A,- 265,U,einfach * D,,Husumer Straße,MaHe,O,5 - 51,U,mittel  D
Hultschiner Damm,MaHe,O 262,,G,einfach  D,,Husumer Straße,MaHe,O,53,U,mittel * D
Hultschiner Damm,MaHe,O 264,- 266 B,G,einfach * D,,Husumer Straße,MaHe,O,54,G,mittel * D
Hultschiner Damm,MaHe,O 267,,U,einfach  D,,Hüsung,Neuk,W,,K,mittel  D
Hultschiner Damm,MaHe,O 268,- 270,G,einfach  D,,Hüttendorfer Weg,TrKö,O,1 - 11,U,mittel  D
Hultschiner Damm,MaHe,O 269,- 271,U,einfach * D,,Hüttendorfer Weg,TrKö,O,2 - 12,G,mittel  D
Hultschiner Damm,MaHe,O 271 A,,U,einfach  D,,Hüttendorfer Weg,TrKö,O,14,G,mittel * D
Hultschiner Damm,MaHe,O 273,- 281,U,einfach * D,,Hüttenroder Weg,Neuk,W,,K,einfach Z
Hultschiner Damm,MaHe,O 285,- 361,U,mittel * D,,Huttenstraße,Mitt,W,1 - 19,F,einfach * Z
Hultschiner Damm,MaHe,O 296,- 350,G,mittel * D,,Huttenstraße,Mitt,W,20,F,einfach Z
Hultschiner Damm,MaHe,O 352,,G,mittel  D,,Huttenstraße,Mitt,W,21 - 22,F,einfach * Z
Humannstraße,Rein,W 1,- 25,U,einfach  D,,Huttenstraße,Mitt,W,22 A,F,einfach Z
Humannstraße,Rein,W 2,- 24,G,einfach  D,,Huttenstraße,Mitt,W,23 - 64,F,einfach * Z
Humannstraße,Rein,W 26,,G,einfach * D,,Huttenstraße,Mitt,W,64 A - 64 B,F,einfach Z
Humannstraße,Rein,W 27,- 35,U,einfach * D,,Huttenstraße,Mitt,W,65 - 72,F,einfach * Z
Humannstraße,Rein,W 30,- 44,G,einfach  D,,Huttenstraße,Rein,W,,K,gut  D
Humannstraße,Rein,W 37,- 43,U,einfach  D,,Hüttenweg,ChWi,W,102 - 110,G,gut * D
Humboldtinsel,Rein,W,,K,gut  D,,Hüttenweg,ChWi,W,118,G,gut  D
Humboldtstraße,ChWi,W 8,- 8 A,G,gut * D,,Hüttenweg,StZe,W,5 - 27,U,gut  D
Humboldtstraße,ChWi,W 9,- 11,U,gut * D,,Hüttenweg,StZe,W,10 - 28 A,G,gut  D
Humboldtstraße,ChWi,W 10,- 46,G,gut  D,,Hüttenweg,StZe,W,31 - 35,U,gut * D
Humboldtstraße,ChWi,W 13,- 51,U,gut  D,,Hüttenweg,StZe,W,37 - 41,U,gut  D
Humboldtstraße,ChWi,W 51 A,- 53,U,gut * D,,Hüttenweg,StZe,W,40,G,gut * D
Humboldtstraße,Rein,W 1,,F,einfach * D,,Hüttenweg,StZe,W,43 - 45,U,gut * D
Humboldtstraße,Rein,W 8,- 31,F,einfach  D,,Hüttenweg,StZe,W,46,G,gut  D
Humboldtstraße,Rein,W 32,- 42 A,F,mittel  D,,Hüttenweg,StZe,W,47 - 55,U,gut  D
Humboldtstraße,Rein,W 43,,F,mittel * D,,Hüttenweg,StZe,W,50,G,gut * D
Humboldtstraße,Rein,W 47,- 48,F,einfach * D,,Hüttenweg,StZe,W,90 - 100,G,gut  D
Humboldtstraße,Rein,W 49,- 103,F,einfach  D,,Hüttigpfad,ChWi,W,,K,einfach  D
Humboldtstraße,Rein,W 104,- 104 A,F,einfach * D,,Huttwiler Weg,Rein,W,,K,einfach Z
Humboldtstraße,TSch,W,,K,mittel  D,,Hyazinthenstraße,StZe,W,1 - 3,F,gut  D
Hummelstraße,MaHe,O,,K,mittel  D,,Hyazinthenstraße,StZe,W,4,F,gut * D
Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7,,Straßenname1,Bezirk2,G3,Hausnr.4,B5,WL6 WL7
I,,,,,,,Iltisstraße,StZe,W,2,G,gut * D
Ibisweg,Neuk,W,,K,einfach  D,,Iltisstraße,StZe,W,4,G,gut  D
Ibsenstraße,Pank,O,12 - 20,F,mittel Z,,Im Achterkastell,Lich,O,,K,einfach * D
Ibsenstraße,Pank,O,46 - 51,F,mittel  D,,Im Amseltal,Rein,W,,K,gut  D
Ibsenstraße,Pank,O,53 - 62,F,mittel Z,,Im Amtmannsgarten,Neuk,W,,K,einfach  D
