Leonberger Ring,Neuk W,,K,einfach,Lichtenberger Straße,FrKr O,,K,mittel
Leonhard-Frank-Straße,Pank O 1,,U,mittel,Lichtenberger Straße,Mitt O,,K,mittel
Leonhard-Frank-Straße,Pank O 2,- 6,G,mittel,Lichtenhainer Straße,MaHe O,,K,mittel
Leonhard-Frank-Straße,Pank O 5,- 37,U,gut,Lichtenrader Damm,Neuk W,,K,mittel
Leonhard-Frank-Straße,Pank O 8,- 38,G,gut,Lichtenrader Damm,TSch W,2 - 274,G,mittel
Leonhardtstraße,ChWi W,,K,gut,Lichtenrader Damm,TSch W,19 - 211,U,mittel
Leonhardyweg,TSch W,,K,mittel,Lichtenrader Damm,TSch W,219 - 271,U,einfach
Leonore-Goldschmidt-Straße,ChWi W,,K,mittel,Lichtenrader Straße,Neuk W,,K,einfach
Leonorenstraße,StZe W 2,- 60,G,mittel,Lichtensteinallee,Mitt W,,K,gut
Leonorenstraße,StZe W 3,- 61,U,mittel,Lichterfelder Ring,StZe W,,K,mittel
Leonorenstraße,StZe W 62,- 88,G,gut,Lichterfelder Ring,TSch W,,K,einfach
Leonorenstraße,StZe W 65,,U,gut,Lichterfelder Weg,StZe W,,K,mittel
Leonorenstraße,StZe W 67,- 99,U,mittel,Lichtungsweg,Rein W,,K,gut
Leonorenstraße,StZe W 90,- 102 A,G,mittel,Lichtwarkweg,Span W,,K,mittel
Leopoldstraße,Lich O,,K,mittel,Lichtweg,Rein W,,K,mittel
Leopoldstraße,MaHe O,,K,mittel,Liebenowzeile,StZe W,,K,mittel
Leo-Slezak-Straße,Neuk W,,K,einfach,Liebensteiner Straße,MaHe O,,K,einfach
Lepsiusstraße,StZe W,,K,gut,Liebensteinstraße,StZe W,,K,gut
Lerbacher Weg,StZe W,,K,mittel,Liebenstraße,Pank O,,K,mittel
Lerchenstraße,Span W,,K,mittel,Liebenwalder Straße,Lich O,,K,mittel
Lerchenweg,TrKö O,,K,einfach,Liebenwalder Straße,Mitt W,,K,einfach
Lerchenweg,TSch W,,K,mittel,Liebermannstraße,Pank O,2 - 202,G,mittel
Lermooser Weg,StZe W,,K,mittel,Liebermannstraße,Pank O,3 - 43,U,mittel
Lerschpfad,ChWi W,,K,mittel,Liebermannstraße,Pank O,45 - 47,U,einfach
Leschnitzer Straße,TrKö O,,K,mittel,Liebermannstraße,Pank O,75 - 197,U,mittel
Lesewitzer Steig,Rein W,,K,mittel,Lieberoser Straße,Rein W,,K,mittel
Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Liebfrauenweg,Rein W,,K,mittel,Lindenthaler Allee,StZe W,1 - 35,U,gut
Liebigstraße,FrKr O,,K,gut,Lindenthaler Allee,StZe W,2 - 42,G,gut
Liebstadter Gang,TrKö O,,K,mittel,Lindenthaler Allee,StZe W,46 - 72,G,mittel
Liebstöckelweg,Rein W,,K,mittel,Lindenthaler Allee,StZe W,63 - 73,U,mittel
Liegnitzer Straße,FrKr W,,K,mittel,Lindenthaler Allee,StZe W,76 - 78,G,gut
Liegnitzer Weg,Span W,,K,mittel,Lindenufer,Span W,,K,einfach
Lienemannstraße,Rein W,,K,einfach,Lindenweg,Lich O,,K,mittel
Lienhardweg,TrKö O 1,- 5,U,mittel,Lindenweg,Span W,,K,mittel
Lienhardweg,TrKö O 4,- 52,G,mittel,Linderhofstraße,MaHe O,,K,gut
Lienhardweg,TrKö O 11,- 33,U,gut,Linderoder Weg,TrKö O,,K,mittel
Lienhardweg,TrKö O 39,- 49,U,mittel,Lindholzweg,Neuk W,,K,einfach
Lienzer Pfad,TSch W,,K,mittel,Lindhorstweg,TrKö O,,K,mittel
Liepnitzstraße,Lich O 4,- 40,G,gut,Lindower Straße,Mitt W,,K,einfach
Liepnitzstraße,Lich O 5,- 41,U,gut,Lindwerder (Insel),StZe W,,K,gut
Liepnitzstraße,Lich O 42,- 60,G,mittel,Lindwurmweg,Pank O,,K,mittel
Liepnitzstraße,Lich O 43,- 63,U,mittel,Linienstraße,Mitt O,,K,gut
Lierbacher Weg,Rein W,,K,mittel,Liningstraße,Neuk W,,K,einfach
Liesborner Weg,Rein W,,K,mittel,Lin-Jaldati-Weg,MaHe O,,K,einfach
Lieselotte-Berger-Platz,Neuk W,,K,mittel,Linkstraße,Mitt W,,K,gut
Lieselotte-Berger-Straße,Neuk W,,K,mittel,Lintruper Straße,TSch W,,K,mittel
Lieselstraße,TrKö O,,K,mittel,Linumer Straße,Span W,,K,mittel
Liesenstraße,Mitt O 3,- 8,F,einfach,Lion-Feuchtwanger-Straße,MaHe O,,K,mittel
Liesenstraße,Mitt W 9,- 16,F,einfach,Lipaer Straße,StZe W,,K,mittel
Liessauer Pfad,Rein W,,K,mittel,Lipizzanerweg,Rein W,,K,mittel
Lietzenburger Straße,ChWi W,,K,gut,Lippstädter Straße,StZe W,,K,einfach
Lietzenburger Straße,TSch W 1,- 19,U,gut,Lipschitzallee,Neuk W,2,G,mittel
Lietzenburger Straße,TSch W 2,- 8,G,mittel,Lipschitzallee,Neuk W,7 - 25,U,mittel
Lietzenburger Straße,TSch W 12,- 20 B,G,gut,Lipschitzallee,Neuk W,20 - 84,G,einfach
Lietzenseeufer,ChWi W,,K,gut,Lipschitzallee,Neuk W,27 - 77,U,einfach
Ligusterweg,TrKö O,,K,einfach,Lisa-Fittko-Straße,Mitt W,,K,mittel
Lil-Dagover-Gasse,MaHe O,,K,mittel,Lisbeth-Stern-Straße,Lich O,,K,mittel
Liliencronstraße,StZe W,,K,mittel,Liselotte-Herrmann-Straße,Pank O,,K,gut
Liliensteinweg,Pank O,,K,einfach,Lise-Meitner-Straße,ChWi W,,K,einfach
Lilienstraße,StZe W,,K,gut,Lissabonallee,StZe W,,K,gut
Lilienthalstraße,FrKr W,,K,mittel,Lissaer Straße,MaHe O,,K,mittel
Lilienthalstraße,Neuk W,,K,mittel,Lißberger Zeile,Rein W,,K,einfach
Lili-Grün-Weg,MaHe O,,K,einfach,Lisztstraße,Lich O,,K,gut
Lilli-Henoch-Straße,Pank O,,K,mittel,Lisztstraße,MaHe O,,K,mittel
Lily-Braun-Straße,MaHe O,,K,mittel,Litfaß-Platz,Mitt O,,K,gut
Limastraße,StZe W,,K,gut,Littenstraße,Mitt O,,K,gut
Limburger Straße,Mitt W,,K,einfach,Liverpooler Straße,Mitt W,,K,einfach
Limonenstraße,StZe W,,K,gut,Liviusstraße,TSch W,,K,einfach
Lina-Morgenstern-Straße,Lich O,,K,mittel,Livländische Straße,ChWi W,,K,gut
Lincolnstraße,Lich O,,K,mittel,Lloyd-G.-Wells-Straße,StZe W,1 - 55,U,mittel
Lindauer Allee,Rein W 1,- 99,U,einfach,Lloyd-G.-Wells-Straße,StZe W,2 - 22,G,gut
Lindauer Allee,Rein W 2,- 88,G,einfach,Löbauer Weg,TrKö O,,K,mittel
Lindauer Allee,Rein W 100,- 114,G,mittel,Lobber Steig,Rein W,,K,mittel
Lindauer Allee,Rein W 101,- 117,U,mittel,Lobeckstraße,FrKr W,,K,einfach
Lindauer Straße,TSch W 1,- 3,F,mittel,Lobelienweg,MaHe O,,K,mittel
Lindauer Straße,TSch W 4,- 6,F,gut,Lobitzweg,TrKö O,,K,mittel
Lindauer Straße,TSch W 7,- 12,F,mittel,Löblauer Pfad,Rein W,,K,mittel
Lindenallee,ChWi W 1,- 5,F,mittel,Locarnoweg,StZe W,,K,mittel
Lindenallee,ChWi W 6,- 50,F,gut,Lockenhuhnweg,Neuk W,,K,mittel
Lindenallee,ChWi W 52,,F,mittel,Löcknitzstraße,TrKö O,1 - 41,U,gut
Lindenallee,Pank O,,K,mittel,Löcknitzstraße,TrKö O,2 - 12 A,G,gut
Lindenallee,TrKö O,,K,gut,Löcknitzstraße,TrKö O,14 - 50,G,mittel
Lindenberger Straße,Lich O,,K,mittel,Löcknitzstraße,TrKö O,45 - 49,U,mittel
Lindenberger Straße,Pank O,,K,mittel,Loebellstraße,StZe W,,K,mittel
Lindenberger Weg (Blanb),Pank O,,K,mittel,Loefer Weg,MaHe O,,K,einfach
Lindenberger Weg (Buch),Pank O,,K,einfach,Loewenhardtdamm,TSch W,,K,mittel
Lindenblütenstraße,TrKö O,,K,mittel,Logauweg,TrKö O,,K,gut
Lindenfelser Weg,StZe W,,K,gut,Lohengrinstraße,MaHe O,,K,mittel
Lindenhoekweg,Pank O,,K,mittel,Lohengrinstraße,StZe W,,K,gut
Lindenhof,TrKö O,,K,mittel,Löheweg,Neuk W,,K,mittel
Lindenschwärmerweg,MaHe O,,K,mittel,Löhleinstraße,StZe W,1,U,mittel
Lindenstraße,FrKr W,,K,einfach,Löhleinstraße,StZe W,5 A - 65,U,gut
Lindenstraße (Biesd),MaHe O,,K,mittel,Lohmestraße,Pank O,,K,mittel
Lindenstraße (Bohnd),TrKö O,,K,einfach,Lohmeyerstraße,ChWi W,,K,mittel
Lindenstraße (Kauld),MaHe O,,K,mittel,Lohmühlenstraße,TrKö O,7 - 43,F,mittel
Lindenstraße (Köpen),TrKö O,,K,mittel,Lohmühlenstraße,TrKö O,44 - 52,F,gut
Lindenstraße (Lifel),StZe W,,K,mittel,Lohmühlenstraße,TrKö O,53 - 67,F,mittel
Lindenstraße (Rahnd),TrKö O,,K,einfach,Lohnauer Steig,TrKö O,4 - 48,G,mittel
Lindenstraße (Schmö),TrKö O,,K,einfach,Lohnauer Steig,TrKö O,9 - 35,U,einfach
Lindenstraße (Wanns),StZe W,,K,gut,Lohnauer Steig,TrKö O,45,U,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Lohrbergweg,StZe W,,K,gut,Löwenbrucher Weg,TSch W,2 - 8,G,mittel
Lohrer Pfad,Span O,,K,einfach,Löwenbrucher Weg,TSch W,10 - 56,G,gut
Lokistraße,Pank O,,K,mittel,Löwenbrucher Weg,TSch W,11 - 55,U,gut
Londoner Straße,Mitt W,,K,einfach,Löwenburgweg,StZe W,,K,gut
Lönnrotweg,Span W,,K,mittel,Löwenstammstraße,Span O,,K,einfach
Lönsstraße,Pank O,,K,mittel,Löwensteinring,Neuk W,,K,einfach
Löptener Straße,TSch W,,K,mittel,Löwenzahnweg,Neuk W,,K,mittel
Lorbeerweg,Pank O,,K,einfach,Löwestraße,FrKr O,,K,gut
Lorcher Straße,ChWi W,,K,gut,Löwestraße,MaHe O,,K,mittel
Loreleystraße,Lich O,1 - 11,U,gut,Lowise-Reuter-Ring,Neuk W,,K,einfach
Loreleystraße,Lich O,2 - 14,G,gut,Lübarser Aue,Rein W,,K,mittel
Loreleystraße,Lich O,13 - 19,U,mittel,Lübarser Straße,Rein W,,K,einfach
Lorenzsteinweg,Pank O,,K,einfach,Lübarser Weg,Pank O,,K,einfach
Lorenzstraße,StZe W,,K,mittel,Lübbenauer Weg,TrKö O,1 - 53,U,einfach
Lorenzweg,TSch W,,K,einfach,Lübbenauer Weg,TrKö O,2 - 20,G,mittel
Lörracher Straße,StZe W,,K,mittel,Lübbenauer Weg,TrKö O,26,G,einfach
Lorraineweg,Pank O,1,F,mittel,Lübbenauer Weg,TrKö O,28 - 34,G,mittel
Lorraineweg,Pank O,2,F,einfach,Lübbenauer Weg,TrKö O,40 - 54,G,einfach
Lorraineweg,Pank O,3,F,mittel,Lübbener Straße,FrKr W,,K,einfach
Lorraineweg,Pank O,4,F,einfach,Lübecker Straße,MaHe O,,K,mittel
Lorraineweg,Pank O,5,F,mittel,Lübecker Straße,Mitt W,,K,einfach
Lorraineweg,Pank O,6,F,einfach,Lübener Weg,Rein W,,K,einfach
Lorraineweg,Pank O,7,F,mittel,Lubminer Pfad,Rein W,,K,mittel
Lorraineweg,Pank O,8,F,einfach,Lubminer Straße,MaHe O,,K,mittel
Lorraineweg,Pank O,9,F,mittel,Lübzer Straße,MaHe O,,K,mittel
Lorraineweg,Pank O,10,F,einfach,Luchssteinweg,Pank O,,K,einfach
Lorraineweg,Pank O,11,F,mittel,Luchsweg,ChWi W,,K,gut
Lorraineweg,Pank O,12,F,einfach,Luchweg,Span O,,K,einfach
Lorraineweg,Pank O,13,F,mittel,Luciusstraße,ChWi W,,K,gut
Lorraineweg,Pank O,14,F,einfach,Luckauer Straße,FrKr W,,K,einfach
Lorraineweg,Pank O,15,F,mittel,Luckauer Straße,Mitt O,,K,einfach
Lorraineweg,Pank O,16,F,einfach,Luckenwalder Straße,FrKr W,1 - 6 A,F,mittel
Lorraineweg,Pank O,17,F,mittel,Luckenwalder Straße,FrKr W,6 B,F,gut
Lorraineweg,Pank O,18,F,einfach,Luckenwalder Straße,FrKr W,7 - 15,F,mittel
Lorraineweg,Pank O,19,F,mittel,Luckenwalder Straße,MaHe O,,K,einfach
Lorraineweg,Pank O,20,F,einfach,Luckeweg,TSch W,,K,einfach
Lorraineweg,Pank O,21,F,mittel,Lückhoffstraße,StZe W,,K,gut
Lorraineweg,Pank O,22,F,einfach,Lückstraße,Lich O,,K,mittel
Lorraineweg,Pank O,23,F,mittel,Lucy-Lameck-Straße,Neuk W,,K,einfach
Lortzingstraße,MaHe O,,K,mittel,Lüdeckestraße,StZe W,,K,mittel
Lortzingstraße,Mitt W,,K,einfach,Lüdenscheider Weg,Span W,,K,einfach
Lortzingstraße,TSch W,1 - 13 A,U,gut,Lüdersstraße,TrKö O,,K,mittel
Lortzingstraße,TSch W,4 - 30,G,mittel,Lüdickeweg,Span W,,K,gut
Los-Angeles-Platz,ChWi W,,K,gut,Lüdinghauser Weg,Span W,,K,einfach
Loschmidtstraße,ChWi W,,K,mittel,Ludolfingerplatz,Rein W,,K,gut
Loschwitzer Weg,Span W,,K,einfach,Ludolfingerweg,Rein W,,K,gut
Lössauer Straße,Lich O,,K,mittel,Lüdtgeweg,ChWi W,,K,mittel
Lossebergplatz,Pank O,,K,mittel,Ludwig-Barnay-Platz,ChWi W,,K,gut
Lößnitzer Weg,Neuk W,2 - 34,G,mittel,Ludwig-Boltzmann-Straße,TrKö O,,K,mittel
Lößnitzer Weg,Neuk W,3 - 29 A,U,mittel,Ludwig-Dürr-Straße,Span W,,K,mittel
Lößnitzer Weg,Neuk W,33 - 47,U,einfach,Ludwigkirchplatz,ChWi W,,K,gut
Lößnitzer Weg,Neuk W,36 - 60,G,einfach,Ludwigkirchstraße,ChWi W,,K,gut
Lossowweg,TrKö O,,K,mittel,Ludwig-Klapp-Straße,TrKö O,,K,mittel
Lothar-Bucher-Straße,StZe W,,K,mittel,Ludwig-Prandtl-Straße,TrKö O,,K,einfach
Lotharstraße,Lich O,,K,einfach,Ludwig-Quidde-Straße,Pank O,1 - 45,U,mittel
Lotosweg,Rein W,,K,mittel,Ludwig-Quidde-Straße,Pank O,6 - 26,G,mittel
Lötschbergstraße,MaHe O,,K,mittel,Ludwig-Quidde-Straße,Pank O,32 - 68 A,G,einfach
Lotte-Laserstein-Straße,TSch W,,K,einfach,Ludwig-Quidde-Straße,Pank O,57 - 63,U,einfach
Lottumstraße,Pank O,,K,gut,Ludwig-Quidde-Straße,Pank O,65 - 101,U,mittel
Lötzener Allee,ChWi W,,K,gut,Ludwig-Quidde-Straße,Pank O,70 A - 102,G,mittel
Lotzestraße,StZe W,1 - 11 B,U,gut,Ludwig-Renn-Straße,MaHe O,1 - 69,U,einfach
Lotzestraße,StZe W,2 - 10 B,G,mittel,Ludwig-Renn-Straße,MaHe O,2 - 30,G,mittel
Lotzestraße,StZe W,12 - 26,G,gut,Ludwig-Renn-Straße,MaHe O,32 - 72,G,einfach
Lotzestraße,StZe W,13 - 25,U,mittel,Ludwig-Richter-Straße,TrKö O,,K,mittel
Louis-Blériot-Straße,TrKö O,,K,mittel,Ludwigsburger Weg,StZe W,,K,mittel
Louise-Henry-Straße,Pank O,,K,mittel,Ludwigsfelder Straße,MaHe O,,K,einfach
Louise-Schroeder-Platz,Mitt W,,K,einfach,Ludwigsfelder Straße,StZe W,,K,mittel
Louis-Lewin-Straße,MaHe O,1 - 101,U,mittel,Ludwigshöheweg,TrKö O,,K,mittel
Louis-Lewin-Straße,MaHe O,2 - 108,G,mittel,Ludwigsluster Straße,MaHe O,,K,mittel
Louis-Lewin-Straße,MaHe O,110 - 120,G,einfach,Ludwig-Turek-Straße,MaHe O,,K,mittel
Louis-Lewin-Straße,MaHe O,111 - 135,U,einfach,Luftschifferweg,Span W,,K,einfach
Louis-Schmidt-Straße,Pank O,,K,mittel,Lugierring,TrKö O,,K,mittel
Löwenberger Straße,Lich O,,K,einfach,Luise-Henriette-Straße,TSch W,,K,mittel
Löwenbrucher Weg,TSch W,1 - 7,U,mittel,Luisenplatz,ChWi W,,K,mittel
Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6,Straßenname1,Bezirk2 G3,Hausnr.4,B5,WL6
Luisenstraße,Mitt O,,K,gut,Magirusstraße,TSch W,,K,einfach
Luisenstraße,Rein W,,K,mittel,Magistratsweg,Span W,2 - 116,G,einfach
Luisenstraße,StZe W,,K,mittel,Magistratsweg,Span W,5 - 111,U,einfach
Luisenstraße,TrKö O,,K,mittel,Magistratsweg,Span W,119 - 143,U,mittel
Luisenweg,Rein W,,K,einfach,Magistratsweg,Span W,122 - 142,G,mittel
Luise-Zietz-Straße,MaHe O,,K,mittel,Magnolienring,ChWi W,,K,gut
Luitpoldstraße,TSch W,1 - 16,F,mittel,Magnusstraße,TrKö O,2,G,mittel
Luitpoldstraße,TSch W,17 - 34,F,gut,Magnusstraße,TrKö O,8 - 10,G,einfach
Luitpoldstraße,TSch W,35 - 49,F,mittel,Magnusstraße,TrKö O,9 - 11,U,mittel
Lukas-Cranach-Straße,StZe W,,K,mittel,Mahlerstraße,Pank O,,K,gut
Lukasstraße,Lich O,,K,einfach,Mahlower Straße,Neuk W,,K,einfach
Lummenweg,TrKö O,,K,mittel,Mahlower Straße,TrKö O,,K,einfach
Lunder Straße,Pank O,,K,mittel,Mahlsdorfer Straße,MaHe O,,K,mittel
Lüneburger Straße,Mitt W,,K,mittel,Mahlsdorfer Straße,TrKö O,,K,mittel
Lünette,Span W,,K,einfach,Mahnkopfweg,Span W,,K,mittel
Lupinenweg,Neuk W,,K,mittel,Mahonienweg,TrKö O,5 - 47 G,U,mittel
Lupsteiner Weg,StZe W,,K,mittel,Mahonienweg,TrKö O,8 A - 36 G,G,mittel
Lutherplatz,Span W,,K,einfach,Mahonienweg,TrKö O,38 A - 92,G,einfach
Lutherstraße,MaHe O,,K,mittel,Mahonienweg,TrKö O,51 - 91,U,einfach
Lutherstraße,Pank O,,K,mittel,Maienstraße,TSch W,,K,mittel
Lutherstraße,Span W,,K,einfach,Maienwerder (Insel),Rein W,,K,einfach
Lutherstraße,StZe W,,K,mittel,Maienwerderweg,Rein W,,K,einfach
Lutherstraße,TrKö O,,K,einfach,Maiglöckchenstraße,Pank O,,K,einfach
Lutherstraße,TSch W,,K,mittel,Maikäferpfad,ChWi W,,K,mittel
Lutizenstraße,TrKö O,,K,mittel,Mainauer Straße,TSch W,,K,gut
Lutoner Straße,Span W,,K,einfach,Mainzer Straße,ChWi W,,K,gut
Lutterbacher Straße,StZe W,,K,mittel,Mainzer Straße,FrKr O,,K,gut
Lüttichauweg,Lich O,,K,einfach,Mainzer Straße,Neuk W,,K,einfach
Lütticher Straße,Mitt W,,K,einfach,Maipfad,MaHe O,,K,mittel
Lützelsteiner Weg,StZe W,,K,gut,Maisweg,MaHe O,,K,mittel
Lützenstraße,ChWi W,,K,mittel,Majakowskiring,Pank O,,K,gut
Lützowplatz,Mitt W,,K,mittel,Majoranweg,Pank O,,K,einfach
Lützowstraße,Mitt W,,K,mittel,Malchiner Straße,Neuk W,3 - 65,U,mittel
Lützowstraße,TSch W,,K,mittel,Malchiner Straße,Neuk W,4 - 64,G,mittel
Lützowufer,Mitt W,,K,mittel,Malchiner Straße,Neuk W,70 - 118,G,einfach
Lutz-Schmidt-Straße,TrKö O,,K,mittel,Malchiner Straße,Neuk W,73 - 117,U,einfach
Lütztalweg,MaHe O,,K,einfach,Malchiner Straße,Neuk W,119 - 125 B,U,mittel
Luxemburger Straße,Mitt W,,K,einfach,Malchiner Straße,Neuk W,120 - 126,G,mittel
Luzerner Straße,StZe W,,K,mittel,Malchower Chaussee,Lich O,,K,mittel
Luzinstraße,MaHe O,,K,mittel,Malchower Chaussee,Pank O,,K,mittel
Lychener Straße,Pank O,,K,gut,Malchower Straße,Pank O,,K,mittel
Lyckallee,ChWi W,,K,gut,Malchower Weg,Lich O,2 - 14,G,mittel
Lydia-Rabinowitsch-Straße,Mitt W,,K,mittel,Malchower Weg,Lich O,3 - 13,U,mittel
Lynarstraße,ChWi W,,K,gut,Malchower Weg,Lich O,15 - 127,U,einfach
Lynarstraße,Mitt W,,K,einfach,Malchower Weg,Lich O,18 - 134,G,einfach
Lynarstraße,Span W,,K,einfach,Maledivenweg,Span W,,K,mittel
Lyonel-Feininger-Straße,MaHe O,,K,mittel,Malergarten,StZe W,,K,mittel
Lyonstraße,Pank O,,K,mittel,Malersteig,Neuk W,,K,mittel
"",,,,,Malevkeweg,MaHe O,,K,mittel
M,,,,,Malmedyer Straße,Pank O,,K,mittel
Maarer Straße,Rein W,,K,einfach,Malmöer Straße,Pank O,1 - 6,F,gut
Maaßenstraße,TSch W,1 - 13,U,einfach,Malmöer Straße,Pank O,7 - 29,F,mittel
Maaßenstraße,TSch W,2 - 14,G,mittel,Malplaquetstraße,Mitt W,,K,einfach
Machandelweg,ChWi W,,K,mittel,Malschweg,Span W,,K,mittel
Machnower Straße (Wanns),StZe W,,K,gut,Malteserstraße,StZe W,1 - 13,U,gut
Machnower Straße (Zehld),StZe W,1 - 39 A,U,gut,Malteserstraße,StZe W,2 - 22,G,gut
Machnower Straße (Zehld),StZe W,2 - 16,G,gut,Malteserstraße,StZe W,24 - 136,G,mittel
Machnower Straße (Zehld),StZe W,18 A - 34 B,G,mittel,Malteserstraße,StZe W,53 - 133,U,mittel
Machnower Straße (Zehld),StZe W,38 - 40 B,G,gut,Malteserstraße,TSch W,,K,einfach
Machnower Straße (Zehld),StZe W,42 - 70,G,mittel,Malvenstraße,StZe W,,K,gut
Machnower Straße (Zehld),StZe W,43 - 49,U,mittel,Malvenweg,TrKö O,,K,mittel
Machnower Straße (Zehld),StZe W,61 - 77,U,gut,Mandelblütenweg,TrKö O,,K,mittel
Machnower Straße (Zehld),StZe W,79 - 109,U,mittel,Mandelstraße,Pank O,,K,mittel
Machonstraße,TSch W,,K,mittel,Mandrellaplatz,TrKö O,,K,mittel
Mackebenweg,Neuk W,,K,einfach,Manetstraße,Lich O,,K,mittel
Mackenroder Weg,Neuk W,,K,einfach,Manfred-von-Richthofen-Straße,TSch W,,K,mittel
Mäckeritzstraße,Span W,,K,einfach,Manga-Bell-Platz,Mitt W,,K,einfach
Mädewalder Weg,MaHe O,,K,mittel,Manitiusstraße,Neuk W,1 - 7,F,mittel
Maffeistraße,TSch W,,K,mittel,Manitiusstraße,Neuk W,9 - 20 A,F,einfach
Magazinstraße,Mitt O,,K,mittel,Manitiusstraße,Neuk W,21 - 24,F,mittel
Magdalenenstraße,Lich O,,K,einfach,Manksweg,MaHe O,,K,einfach
Magdeburger Platz,Mitt W,,K,mittel,Männertreuweg,Neuk W,,K,mittel
Magellanzeisigweg,Pank O,,K,mittel,Mannhardtweg,Span W,,K,gut
Maggy-Breittmayer-Pfad,StZe W,,K,mittel,Mannheimer Straße,ChWi W,,K,mittel
Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6,Straßenname1,Bezirk2 G3 Hausnr.4,,B5,WL6
Mannheimer Straße,MaHe O,,K,mittel,Marienstraße,Mitt O,,K,gut
Manntzstraße,TSch W,,K,einfach,Marienstraße,Pank O,,K,mittel
Mansfelder Straße,ChWi W,,K,mittel,Marienstraße,StZe W 1,- 10,F,gut
Mansteinstraße,TSch W,,K,mittel,Marienstraße,StZe W 10 A,- 19 A,F,mittel
Manteuffelstraße,FrKr W,,K,einfach,Marienstraße,StZe W 20,,F,gut
Manteuffelstraße,StZe W 1,- 5,F,gut,Marienstraße,StZe W 20 A,- 22 C,F,mittel
Manteuffelstraße,StZe W 5 A,- 32,F,mittel,Marienstraße,StZe W 24,- 32,F,gut
Manteuffelstraße,TSch W,,K,mittel,Marienstraße,TrKö O,,K,mittel
Manuelaweg,Span W,,K,mittel,Marientaler Straße,Neuk W,,K,einfach
Marathonallee,ChWi W,,K,gut,Marientaler Straße,TrKö O,,K,mittel
Maratstraße,MaHe O,,K,mittel,Marienwerder Weg,Span W,,K,mittel
Marbacher Straße,ChWi W,,K,gut,Marienwerderweg,TrKö O,,K,mittel
Marburger Straße,ChWi W,,K,gut,Marie-Vögtlin-Weg,StZe W,,K,mittel
Marchandstraße,StZe W,,K,mittel,Marinesteig,StZe W,,K,gut
Märchenweg,Lich O,,K,mittel,Marius-Carpentier-Straße,Span W,,K,einfach
Marchlewskistraße,FrKr O 6,,G,mittel,Markelstraße,StZe W,,K,gut
Marchlewskistraße,FrKr O 16,- 108,G,gut,Markendorfer Straße,Rein W,,K,mittel
Marchlewskistraße,FrKr O 25,- 105,U,gut,Markfriedstraße,Lich O,,K,einfach
Marchlewskistraße,FrKr O 107,- 111,U,mittel,Markgraf-Albrecht-Straße,ChWi W,,K,gut
Marchstraße,ChWi W,,K,mittel,Markgrafendamm,FrKr O,,K,mittel
Marchwitzastraße,MaHe O,,K,mittel,Markgrafenstraße,FrKr W,,K,einfach
Marconistraße,TSch W,,K,einfach,Markgrafenstraße,MaHe O 1,,F,mittel
Marco-Polo-Straße,Span W,,K,mittel,Markgrafenstraße,MaHe O 1 C,- 23 B,F,gut
Marderweg,MaHe O,,K,mittel,Markgrafenstraße,MaHe O 24,,F,mittel
Mareschstraße,Neuk W,,K,einfach,Markgrafenstraße,Mitt O,,K,gut
Mareyzeile,Span W,,K,einfach,Markgrafenstraße,Rein W,,K,gut
Margarete-Kühn-Straße,ChWi W,,K,mittel,Markgrafenstraße,StZe W,,K,gut
Margaretenaue,Pank O 1,- 3,F,einfach,Markgrafenstraße,TSch W,,K,mittel
Margaretenaue,Pank O 5,- 14,F,mittel,Markircher Weg,StZe W,,K,gut
Margaretenaue,Pank O 15,- 21,F,einfach,Märkische Allee,MaHe O 40,- 88,G,mittel
Margaretenstraße,ChWi W,,K,gut,Märkische Allee,MaHe O 59,- 61,U,mittel
Margaretenstraße,Lich O,,K,mittel,Märkische Allee,MaHe O 116,- 178 C,G,einfach
Margaretenstraße,MaHe O,,K,mittel,Märkische Allee,MaHe O 155,- 193,U,einfach
Margaretenstraße,StZe W,,K,gut,Märkische Allee,MaHe O 180,- 230,G,mittel
Margarete-Sommer-Straße,Pank O,,K,mittel,Märkische Allee,MaHe O 230 A,- 414,G,einfach
Margarete-Steffin-Straße,Mitt O,,K,gut,Märkische Spitze,MaHe O,,K,mittel
Margarete-Walter-Straße,Pank O,,K,gut,Märkisches Ufer,Mitt O 6,- 40,G,gut
Marga-von-Etzdorf-Straße,Span W,,K,mittel,Märkisches Ufer,Mitt O 48,- 54,G,mittel
Margueritenring,Neuk W,,K,mittel,Markobrunner Straße,ChWi W,,K,gut
Marheinekeplatz,FrKr W,,K,mittel,Markomannenstraße,TrKö O,,K,mittel
Mariabrunner Weg,Rein W,,K,einfach,Marksburgstraße,Lich O 1,- 75,U,gut
Maria-Matray-Straße,Lich O,,K,mittel,Marksburgstraße,Lich O 2,- 100,G,gut
Mariane-von-Rantzau-Straße,FrKr O,,K,mittel,Marksburgstraße,Lich O 85,- 99,U,mittel
Marianne-Foerster-Straße,Pank O,,K,mittel,Markscheiderstraße,Rein W,,K,einfach
Mariannenplatz,FrKr W,,K,einfach,Markstädter Straße,TrKö O,,K,mittel
